index,tiras,negatividade,neutralidade,positividade,sentimento_dominante,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,p_toxicity,Creator Name,Game Environment,Video Name,toxicidade,class_detoxify,class_perspective,classificacao_ia,texto_exibicao
2,"Cadê, vai! Vai pra essa... Não, tem que matar ela mesmo, mata você primeiro pra você testar, Eduardo Meu Deus... Eduardo, acerta tudo, menos a galinha Matei! Tadinha da galinha, gente! Agora o que que eu faço? Agora, vê se desbloqueou, pra mim não desbloqueou, né? Porque não fui eu que matei a galinha Desbloqueou, desbloqueou, desbloqueou! Vai, Eduardo, testa esse negócio aí então Tem que apertar... Olha, tudo que sobe é... Não sei se você sabe, desce Pera, você tá descendo... Eu pensei que ia descer igual a galinha Não desceu Eduardo, eu não vou dar mole e já vou pegar aqui uma madeira que eu também quero pegar uma galinha Vou te ajudar Pega a outra madeira, não pega a mesma que eu não, né, maluca? Isso aqui é craft interval, vou fazer uma picareta porque eu vou pegar emprestado, né? A casa do amigo aqui, ó Porque...",0.9290189146995544,0.0551084242761135,0.0158727131783962,NEG,0.9297595620155334,0.0090491734445095,0.0414635241031646,0.0041811717674136,0.0504553951323032,0.2445729374885559,0.0093729207292199,0.584095,Marcelodrv,Minecraft,COMO GANHAR os PODERES dos MOBS DO MINECRAFT [aT6dun2i92g],,T,T,T,"🎬 Canal: Marcelodrv | 🎥 Vídeo: COMO GANHAR os PODERES dos MOBS DO MINECRAFT [aT6dun2i92g]
⏱️ Segmento/Index: 2
──────────────────────────────────────────────────
Fala transcrita:
""Cadê, vai! Vai pra essa... Não, tem que matar ela mesmo, mata você primeiro pra você testar, Eduardo Meu Deus... Eduardo, acerta tudo, menos a galinha Matei! Tadinha da galinha, gente! Agora o que que eu faço? Agora, vê se desbloqueou, pra mim não desbloqueou, né? Porque não fui eu que matei a galinha Desbloqueou, desbloqueou, desbloqueou! Vai, Eduardo, testa esse negócio aí então Tem que apertar... Olha, tudo que sobe é... Não sei se você sabe, desce Pera, você tá descendo... Eu pensei que ia descer igual a galinha Não desceu Eduardo, eu não vou dar mole e já vou pegar aqui uma madeira que eu também quero pegar uma galinha Vou te ajudar Pega a outra madeira, não pega a mesma que eu não, né, maluca? Isso aqui é craft interval, vou fazer uma picareta porque eu vou pegar emprestado, né? A casa do amigo aqui, ó Porque..."""
0,"E cá está mais um x1 que toda a comunidade do Free Fire estava esperando Amy Scarlett contra Lady Perigosa, ou mais conhecida como Abot Ela tava querendo ficar no meu time, mas como isso é impossível ela tem que ficar no time contrário Vai Lady aceita que tu vai perder, ninguém mandou você brigar comigo A partida tava começando e ela falou que ia me bagaçar na águia do deserto Então eu falei também vou puxar águia, se você vier me tombar tu vai tombar também Eu já tava fazendo a movimentação de ratazão é pra ela sentir a pressão da garota, a minha pressão E eu confesso a cada passo era um eita porque eu não sabia onde essa pilã tratava Real, não joga em contra a Lady, ela fica se escondendo e você fica nervosa Quando ela falou que tava me vendo eu fiquei toda cagada, meu Deus cadê essa mulher Finalmente eu avistei o saco de lixo correndo, eu nem sabia que lixo andava e ela tava correndo ali no meio do aberto Eu já rodei meu analógico pra ela sentir a pressão da garota Quando eu fui atacar ninguém esperava por isso, cadê essa mulher?",0.2093689292669296,0.5108369588851929,0.2797941267490387,NEU,0.7062991857528687,0.0042203604243695,0.1607697308063507,0.0033413025084882,0.0891846865415573,0.0029899717774242,0.0255785807967185,0.295883,Amy Scarlet,Roblox,Amy Scarlet vs Lady Perigosa [5O8kYhtTHt4],,GZ,GZ,GZ,"🎬 Canal: Amy Scarlet | 🎥 Vídeo: Amy Scarlet vs Lady Perigosa [5O8kYhtTHt4]
⏱️ Segmento/Index: 0
──────────────────────────────────────────────────
Fala transcrita:
""E cá está mais um x1 que toda a comunidade do Free Fire estava esperando Amy Scarlett contra Lady Perigosa, ou mais conhecida como Abot Ela tava querendo ficar no meu time, mas como isso é impossível ela tem que ficar no time contrário Vai Lady aceita que tu vai perder, ninguém mandou você brigar comigo A partida tava começando e ela falou que ia me bagaçar na águia do deserto Então eu falei também vou puxar águia, se você vier me tombar tu vai tombar também Eu já tava fazendo a movimentação de ratazão é pra ela sentir a pressão da garota, a minha pressão E eu confesso a cada passo era um eita porque eu não sabia onde essa pilã tratava Real, não joga em contra a Lady, ela fica se escondendo e você fica nervosa Quando ela falou que tava me vendo eu fiquei toda cagada, meu Deus cadê essa mulher Finalmente eu avistei o saco de lixo correndo, eu nem sabia que lixo andava e ela tava correndo ali no meio do aberto Eu já rodei meu analógico pra ela sentir a pressão da garota Quando eu fui atacar ninguém esperava por isso, cadê essa mulher?"""
8,"Pera aí, tem um preso. Não vem, não. Vem aqui. Como é que não bate nele? Ah, Crisinha, eu levei o dibre. Você levou o dibre bem feito. Levei muito o dibre. Tem que levar dibre mesmo. Achei aqui uma ferramenta. Agora a gente abre aqui. E? Não dá pra sair aqui, não. Vem aqui, meu queridão. Abre aqui. Pega essa chave. Prendi, prendi um. Crisinha, você tá aqui. Você é a próxima, Crisinha. Ah, Texinho. Ele vai salvar vocês, eu tô indo. Vem, vem, amigo. Ah, salvou todo mundo. Salvou todo mundo. E agora você vai preso. Fecha essa porta. Volta aqui. Tem que pegar o que tá com a chave.",0.2928504943847656,0.4665687680244446,0.2405806928873062,NEU,0.2966972589492798,0.0012671273434534,0.0156255532056093,0.0011665991041809,0.0232204031199216,0.1225030645728111,0.0028117944020777,0.2854733,Tex HS,Roblox,TEMOS QUE SALVAR A PINKY ft CRIS MINEGIRL Roblox Kitty [iiHz3lKfDSM],,GZ,GZ,GZ,"🎬 Canal: Tex HS | 🎥 Vídeo: TEMOS QUE SALVAR A PINKY ft CRIS MINEGIRL Roblox Kitty [iiHz3lKfDSM]
⏱️ Segmento/Index: 8
──────────────────────────────────────────────────
Fala transcrita:
""Pera aí, tem um preso. Não vem, não. Vem aqui. Como é que não bate nele? Ah, Crisinha, eu levei o dibre. Você levou o dibre bem feito. Levei muito o dibre. Tem que levar dibre mesmo. Achei aqui uma ferramenta. Agora a gente abre aqui. E? Não dá pra sair aqui, não. Vem aqui, meu queridão. Abre aqui. Pega essa chave. Prendi, prendi um. Crisinha, você tá aqui. Você é a próxima, Crisinha. Ah, Texinho. Ele vai salvar vocês, eu tô indo. Vem, vem, amigo. Ah, salvou todo mundo. Salvou todo mundo. E agora você vai preso. Fecha essa porta. Volta aqui. Tem que pegar o que tá com a chave."""
7,"Eu acho que é aquela estátua Eeeessa estátua que tá me seguindo Sai, sai daí estátua Ah eu não consigo atacar ela Deixa eu falar com vocês Espera aí, eu virei um Zumbi Eu acabei de virar um Zumbi Eu tô sentindo vontade de atacar aldeões Atacar, eu quero pegar o cérebro dos aldeões Eu saí como Zumbi no meio da noite e eu encontrei uma vila no escuro totalmente desprotegida Mas alguma coisa aconteceu com o Minecraft que deixou ele muito mais realista Nossa o que tá acontecendo? Olha o tronco dessa árvore Ai, ai eu tô levando ataque Eu acho que era aquela plantinha Era essa plantinha ai que tava me machucando Mas eu sinto muita vontade de atacar aldeões Agora aldeões, venham aqui aldeões Eu vou atacar vocês porque eu sou um Zumbi Achei a minha primeira vítima Ahahah vai tomar ataque, ataque e é na mão É na mão de Zumbi porque minha mão é muito forte, matei E galera eu ataquei ele e não me transformei em nada E agora eu preciso encontrar a próxima vítima Vamos ver aqui talvez...",0.3094706237316131,0.4632288217544555,0.22730053961277,NEU,0.7300463914871216,0.0126941157504916,0.0485950484871864,0.0055636977776885,0.0352609641849994,0.0351055413484573,0.0160997249186038,0.37751234,Athos,Minecraft,Minecraft Vai Ficando REALISTA - O Filme [vQoR0FspojY],,GZ,GZ,GZ,"🎬 Canal: Athos | 🎥 Vídeo: Minecraft Vai Ficando REALISTA - O Filme [vQoR0FspojY]
⏱️ Segmento/Index: 7
──────────────────────────────────────────────────
Fala transcrita:
""Eu acho que é aquela estátua Eeeessa estátua que tá me seguindo Sai, sai daí estátua Ah eu não consigo atacar ela Deixa eu falar com vocês Espera aí, eu virei um Zumbi Eu acabei de virar um Zumbi Eu tô sentindo vontade de atacar aldeões Atacar, eu quero pegar o cérebro dos aldeões Eu saí como Zumbi no meio da noite e eu encontrei uma vila no escuro totalmente desprotegida Mas alguma coisa aconteceu com o Minecraft que deixou ele muito mais realista Nossa o que tá acontecendo? Olha o tronco dessa árvore Ai, ai eu tô levando ataque Eu acho que era aquela plantinha Era essa plantinha ai que tava me machucando Mas eu sinto muita vontade de atacar aldeões Agora aldeões, venham aqui aldeões Eu vou atacar vocês porque eu sou um Zumbi Achei a minha primeira vítima Ahahah vai tomar ataque, ataque e é na mão É na mão de Zumbi porque minha mão é muito forte, matei E galera eu ataquei ele e não me transformei em nada E agora eu preciso encontrar a próxima vítima Vamos ver aqui talvez..."""
14,"Ah mano, eu não posso sair correndo assim Mas existem rumores Nós matamos muitas pessoas Nós quem? Para! Está me assustando Vem burar na mão de Deus Para, para, para, para, para Deixa eu terminar Eu só quero terminar o meu turno de hoje Ir para casa, tomar um banho Que o cheiro desse lixo aqui grudou na minha roupa Vou tomar um banho, meu chocolate quente E vou dormir Entra no caminhão rapidamente Tem mais ainda? Tava aqui já, saco do lixo? Abilitou meu acesso, vamos embora Acelera, caminhãozinho Quem que gritou, pessoal? Teve um grito de uma mulher? Eu não sei, eu sei que eu vou para frente Acabou a cidade? Fala que acabou Aqui é uma rodovia, para cá não vai? Eu vou para cá, olha Eu acho que agora eu estou saindo da... Ó, tchau, tchau Redville Aqui terminou a cidade, pessoal Acelera, vai mais rápido que você puder É muito gostoso dirigir esse caminhão, pessoal Ele é macio Tipo, eu não sei explicar É gostoso de controlar Fora que ele é silencioso também, né?",0.8829354643821716,0.0841621309518814,0.0329024642705917,NEG,0.2955789566040039,0.0007787183858454,0.0222663693130016,0.001003150595352,0.0895347371697425,0.0115582644939422,0.0144904116168618,0.37751234,Tex HS,Roblox,O LIXO DESSA CIDADE É ASSUSTADOR Cleaning Redville SextaDeTerror [lpzb8I_5YJk],,GZ,GZ,GZ,"🎬 Canal: Tex HS | 🎥 Vídeo: O LIXO DESSA CIDADE É ASSUSTADOR Cleaning Redville SextaDeTerror [lpzb8I_5YJk]
⏱️ Segmento/Index: 14
──────────────────────────────────────────────────
Fala transcrita:
""Ah mano, eu não posso sair correndo assim Mas existem rumores Nós matamos muitas pessoas Nós quem? Para! Está me assustando Vem burar na mão de Deus Para, para, para, para, para Deixa eu terminar Eu só quero terminar o meu turno de hoje Ir para casa, tomar um banho Que o cheiro desse lixo aqui grudou na minha roupa Vou tomar um banho, meu chocolate quente E vou dormir Entra no caminhão rapidamente Tem mais ainda? Tava aqui já, saco do lixo? Abilitou meu acesso, vamos embora Acelera, caminhãozinho Quem que gritou, pessoal? Teve um grito de uma mulher? Eu não sei, eu sei que eu vou para frente Acabou a cidade? Fala que acabou Aqui é uma rodovia, para cá não vai? Eu vou para cá, olha Eu acho que agora eu estou saindo da... Ó, tchau, tchau Redville Aqui terminou a cidade, pessoal Acelera, vai mais rápido que você puder É muito gostoso dirigir esse caminhão, pessoal Ele é macio Tipo, eu não sei explicar É gostoso de controlar Fora que ele é silencioso também, né?"""
5,"Ah, foda-me É um corno mesmo, é um corno Me dê minha mochila, me dê minha mochila Ele roubou minha mochila 3 Ai, que ódio Já não basta, tenho que estar jogando com um squad ruim Eu ainda tenho que estar jogando com um squad que rouba o pouco de coisa que eu tenho Ai, eu vou dar uma respirada aqui porque eu tô passando mal O Biel tá lá do outro lado do mapa Luteando com medo de perder ponto, mano E o outro corno aqui andando com a minha mochila na escosta, velho A Grécia não sabe onde é que ela tá no mapa perdida Olha o squad que eu tenho Vocês também não vão mais se divertir Volta aqui, vou explodir o carro Não vai se divertir mais não, rapaz Não vai se divertir mais não Estragaram toda a minha felicidade Isso, vou explodir todo mundo aqui Vai, tá no outro carro ali pra ver se eu vou explodir também Ei, caí, pra ver se eu explodo tudo aqui mesmo Ah, que nada, rapaz Não atirem me mesmo, vai, Plutão, vai Um bicho desse que roubou minha mochila Nunca mais na minha vida vou esquecer essa cena Tô sem loot nenhum, tô no final do mapa da Pule Aqui que eu pensei que aqui era o Rio Pule Perdi minha vida toda e o Biel a safe tá vindo Eu tô no mar, tô...",0.9719834327697754,0.0154327107593417,0.0125839076936244,NEG,0.9823544025421144,0.0267247948795557,0.0896319448947906,0.0109261190518736,0.06890669465065,0.0124733196571469,0.1820168048143386,0.7570315,Amy Scarlet,Roblox,Como não pegar mestre no Free Fire [-Q4tItAzX_U],,T,T,T,"🎬 Canal: Amy Scarlet | 🎥 Vídeo: Como não pegar mestre no Free Fire [-Q4tItAzX_U]
⏱️ Segmento/Index: 5
──────────────────────────────────────────────────
Fala transcrita:
""Ah, foda-me É um corno mesmo, é um corno Me dê minha mochila, me dê minha mochila Ele roubou minha mochila 3 Ai, que ódio Já não basta, tenho que estar jogando com um squad ruim Eu ainda tenho que estar jogando com um squad que rouba o pouco de coisa que eu tenho Ai, eu vou dar uma respirada aqui porque eu tô passando mal O Biel tá lá do outro lado do mapa Luteando com medo de perder ponto, mano E o outro corno aqui andando com a minha mochila na escosta, velho A Grécia não sabe onde é que ela tá no mapa perdida Olha o squad que eu tenho Vocês também não vão mais se divertir Volta aqui, vou explodir o carro Não vai se divertir mais não, rapaz Não vai se divertir mais não Estragaram toda a minha felicidade Isso, vou explodir todo mundo aqui Vai, tá no outro carro ali pra ver se eu vou explodir também Ei, caí, pra ver se eu explodo tudo aqui mesmo Ah, que nada, rapaz Não atirem me mesmo, vai, Plutão, vai Um bicho desse que roubou minha mochila Nunca mais na minha vida vou esquecer essa cena Tô sem loot nenhum, tô no final do mapa da Pule Aqui que eu pensei que aqui era o Rio Pule Perdi minha vida toda e o Biel a safe tá vindo Eu tô no mar, tô..."""
10,"Eu tinha visto 17 mil, eu estou com 171 mil pontos de defesa 27 mil pontos De energia Sim, eu vou desbloquear a transformação de Super Saiyan 2 hoje Sério, eu estou evoluindo muito rápido Deixa eu ver aqui se eu já posso pegar a transformação de Super Saiyan com o Kaioken Sim, eu já posso Vou me transformar agora Nossa, que fera! Sério, está incrível essa aura aqui Está parecendo que eu estou queimando Está pegando fogo, cupicha! Parece a aura do Super Saiyan Deus E com essa transformação eu aumento tudo em 6 mil pontos Só que por ser uma transformação mais forte também Ela consome muito da minha energia E na luta contra o Kuririn já estou vendo tudo Vou ter que ficar correndo dele, carregando a minha energia Vai ser assim de novo Mas está na hora de lutar contra o Kuririn Você vai ser derrotado Vai morrer mais uma vez, Kuririn Kuririn já morreu tanto, coitado Que isso? Parece que está mais fácil lutar com o Kuririn do que lutar com o Gohan Vou esperar usar uma habilidade especial Beleza A técnica que...",0.0118963550776243,0.1573539078235626,0.8307497501373291,POS,0.3237578570842743,0.0108284652233123,0.053541362285614,0.0064160507172346,0.0438298843801021,0.0079789124429225,0.0051710754632949,0.2763787,Robin Hood Gamer,Minecraft,CONSEGUI UMA NOVA TRANSFORMAÇÃO E LUTEI COM GOHAN E RADITZ Dragon Blox Ultimate [inHY6R-7Bzo],,GZ,GZ,GZ,"🎬 Canal: Robin Hood Gamer | 🎥 Vídeo: CONSEGUI UMA NOVA TRANSFORMAÇÃO E LUTEI COM GOHAN E RADITZ Dragon Blox Ultimate [inHY6R-7Bzo]
⏱️ Segmento/Index: 10
──────────────────────────────────────────────────
Fala transcrita:
""Eu tinha visto 17 mil, eu estou com 171 mil pontos de defesa 27 mil pontos De energia Sim, eu vou desbloquear a transformação de Super Saiyan 2 hoje Sério, eu estou evoluindo muito rápido Deixa eu ver aqui se eu já posso pegar a transformação de Super Saiyan com o Kaioken Sim, eu já posso Vou me transformar agora Nossa, que fera! Sério, está incrível essa aura aqui Está parecendo que eu estou queimando Está pegando fogo, cupicha! Parece a aura do Super Saiyan Deus E com essa transformação eu aumento tudo em 6 mil pontos Só que por ser uma transformação mais forte também Ela consome muito da minha energia E na luta contra o Kuririn já estou vendo tudo Vou ter que ficar correndo dele, carregando a minha energia Vai ser assim de novo Mas está na hora de lutar contra o Kuririn Você vai ser derrotado Vai morrer mais uma vez, Kuririn Kuririn já morreu tanto, coitado Que isso? Parece que está mais fácil lutar com o Kuririn do que lutar com o Gohan Vou esperar usar uma habilidade especial Beleza A técnica que..."""
13,"Bora para minha casa! Ah meu Deus! Eu tô me assustando galera, com qualquer coisa. Até com miado de gato, latido de cachorro, tô me assustando. Tanto que eu morri! Eu consegui? Eu tô falando. Sim, você conseguiu. E mas ele tá tipo transparente, ele morreu? DudeMan! Você conseguiu derrotar essa criatura do mal. Mas e você meu amigo DudeMan? Eu mal posso acreditar! Finalmente está tudo terminado! Ó, o tanto quanto eu odeio arruinar o seu momento, você tem que continuar! A máquina que você ativou, os cristais lá, ela foi feita para destruir as nossas dimensões. E atualmente ela está fazendo o propósito original dela. Mas aí todo mundo vai morrer! E o Robby? Mas e você? Não se preocupe comigo! A minha existência não deveria ter acontecido, e agora parece que o meu tempo acabou. Tadinho dele cara! Ó, ambos aquela criatura do mal e eu somos seres interdimensionais.",0.2530774474143982,0.3521799445152282,0.3947426378726959,POS,0.7004956603050232,0.0044546201825141,0.0876563861966133,0.0038107850123196,0.0820451229810714,0.0357155315577983,0.0083616357296705,0.39987978,Tex HS,Roblox,DUDE MAN é a voz da sabedoria mas fala demais [gsBryuAqkkY],,GZ,GZ,GZ,"🎬 Canal: Tex HS | 🎥 Vídeo: DUDE MAN é a voz da sabedoria mas fala demais [gsBryuAqkkY]
⏱️ Segmento/Index: 13
──────────────────────────────────────────────────
Fala transcrita:
""Bora para minha casa! Ah meu Deus! Eu tô me assustando galera, com qualquer coisa. Até com miado de gato, latido de cachorro, tô me assustando. Tanto que eu morri! Eu consegui? Eu tô falando. Sim, você conseguiu. E mas ele tá tipo transparente, ele morreu? DudeMan! Você conseguiu derrotar essa criatura do mal. Mas e você meu amigo DudeMan? Eu mal posso acreditar! Finalmente está tudo terminado! Ó, o tanto quanto eu odeio arruinar o seu momento, você tem que continuar! A máquina que você ativou, os cristais lá, ela foi feita para destruir as nossas dimensões. E atualmente ela está fazendo o propósito original dela. Mas aí todo mundo vai morrer! E o Robby? Mas e você? Não se preocupe comigo! A minha existência não deveria ter acontecido, e agora parece que o meu tempo acabou. Tadinho dele cara! Ó, ambos aquela criatura do mal e eu somos seres interdimensionais."""
10,Bora porra vamos ajeitar aqui Tira um pinto ai macho aquela portada do gelo que eu botei mas tu ficou foi massa Vou tirar vou tirar vou tirar Ema conseguimos olha fizemos todas as missões Agora só falta aquela missão lá né Que tem que passar três dias e três notas Eita doido que vacilo olha o cara caiu acho que ele dormiu olha Eita tava bem pertinho de terminar a missão naquele momento nós fizemos sair tudo de besta pô Não mas tem nada não né eu já zerei meu passe mesmo eu comprei foi os emblema eu comprei os emblema pré-venda E nada não beleza é isso ai,0.558168351650238,0.25507852435112,0.1867531388998031,NEG,0.9797471761703492,0.0183071680366992,0.0964921563863754,0.008282640017569,0.0668822675943374,0.0091915223747491,0.1161811873316764,0.4013387,meu nome é david,Roblox,FREE FIRE NA VIDA REAL - ZERANDO O PASSE DE ELITE [OcqIPf_Vxwg],,T,T,T,"🎬 Canal: meu nome é david | 🎥 Vídeo: FREE FIRE NA VIDA REAL - ZERANDO O PASSE DE ELITE [OcqIPf_Vxwg]
⏱️ Segmento/Index: 10
──────────────────────────────────────────────────
Fala transcrita:
""Bora porra vamos ajeitar aqui Tira um pinto ai macho aquela portada do gelo que eu botei mas tu ficou foi massa Vou tirar vou tirar vou tirar Ema conseguimos olha fizemos todas as missões Agora só falta aquela missão lá né Que tem que passar três dias e três notas Eita doido que vacilo olha o cara caiu acho que ele dormiu olha Eita tava bem pertinho de terminar a missão naquele momento nós fizemos sair tudo de besta pô Não mas tem nada não né eu já zerei meu passe mesmo eu comprei foi os emblema eu comprei os emblema pré-venda E nada não beleza é isso ai"""
2,"Tinta adesiva Tá, posso fazer uma bomba com isso Olha o tamanho dessa bomba Posso explodir uma parede, eu acho Eu vou dar o fora daqui agora mesmo, quero nem saber Já resolvi o problema com toda essa papelada E posso estar saindo do escritório E voltando lá pra cafeteria McFly deve estar aqui esperando, né McFly? É... McFly? McFly, cadê você? Ei! Cadê você? Eu pedi pra esperar aqui Parece que um prisioneiro está solta por aí Eu tenho que encontrá-lo Ninguém vai fugir dessa prisão Eu preciso encontrar um lugar pra colocar essa bomba Eu acho que é ali embaixo, tá? Corre, corre, corre, corre Ele deve estar aqui pelo campo de futebol escondido Será que ele está pensando em quebrar essas tábuas de madeira e dar o fora?",0.3067160248756408,0.5872758030891418,0.1060080975294113,NEU,0.6745485067367554,0.0050162589177489,0.0418905727565288,0.0017089515458792,0.0320506617426872,0.1913882046937942,0.0056412639096379,0.3389984,JP Plays,Minecraft,VIDA DE POLICIAL POR 1 DIA [runC0RB9748],,GZ,GZ,GZ,"🎬 Canal: JP Plays | 🎥 Vídeo: VIDA DE POLICIAL POR 1 DIA [runC0RB9748]
⏱️ Segmento/Index: 2
──────────────────────────────────────────────────
Fala transcrita:
""Tinta adesiva Tá, posso fazer uma bomba com isso Olha o tamanho dessa bomba Posso explodir uma parede, eu acho Eu vou dar o fora daqui agora mesmo, quero nem saber Já resolvi o problema com toda essa papelada E posso estar saindo do escritório E voltando lá pra cafeteria McFly deve estar aqui esperando, né McFly? É... McFly? McFly, cadê você? Ei! Cadê você? Eu pedi pra esperar aqui Parece que um prisioneiro está solta por aí Eu tenho que encontrá-lo Ninguém vai fugir dessa prisão Eu preciso encontrar um lugar pra colocar essa bomba Eu acho que é ali embaixo, tá? Corre, corre, corre, corre Ele deve estar aqui pelo campo de futebol escondido Será que ele está pensando em quebrar essas tábuas de madeira e dar o fora?"""
0,o cristal de ametista tem uma cor muito bonita e é muito brilhante eu gosto muito de ametista e foi inspirado nesse cristal que eu lancei o meu cabelo roxo e aí vocês acharam que ficou parecido com ametista?,0.002064072759822,0.0273210350424051,0.9706148505210876,POS,0.0031774414237588,0.0026105151046067,0.0265057329088449,0.0033980347216129,0.0210934169590473,0.001002742210403,0.0014812314184382,0.044141594,Robin Hood Gamer,Minecraft,FIZ UMA CASA COM ARMADILHA SECRETA MINECRAFT ERA DA REDSTONE 45 [JWgmm6zOxWE],,NT,NT,NT,"🎬 Canal: Robin Hood Gamer | 🎥 Vídeo: FIZ UMA CASA COM ARMADILHA SECRETA MINECRAFT ERA DA REDSTONE 45 [JWgmm6zOxWE]
⏱️ Segmento/Index: 0
──────────────────────────────────────────────────
Fala transcrita:
""o cristal de ametista tem uma cor muito bonita e é muito brilhante eu gosto muito de ametista e foi inspirado nesse cristal que eu lancei o meu cabelo roxo e aí vocês acharam que ficou parecido com ametista?"""
13,"A Mandinha foi a melhor jogadora, porque ela conseguiu escapar e conseguiu ganhar outra partida. Ponto pra ela! Ai! tokam surrounding",0.0250230617821216,0.074366994202137,0.9006099700927734,POS,0.0043029123917222,0.0003200287465006,0.0044747395440936,0.0004378265875857,0.0023585890885442,0.0007514524040743,0.0012447271728888,0.012943043,Lokis,Roblox,CORRENDO DA COBRA MALVADA  Roblox - Snakey [XsryfSCmOFI],,NT,NT,NT,"🎬 Canal: Lokis | 🎥 Vídeo: CORRENDO DA COBRA MALVADA  Roblox - Snakey [XsryfSCmOFI]
⏱️ Segmento/Index: 13
──────────────────────────────────────────────────
Fala transcrita:
""A Mandinha foi a melhor jogadora, porque ela conseguiu escapar e conseguiu ganhar outra partida. Ponto pra ela! Ai! tokam surrounding"""
8,"É, eu localizei ela, tá bem na padaria Ai, meu Deus, mas eu ouvi falar que ela é super poderosa e que ela tava realmente muito chateada Então eu acho que a gente não vai conseguir sozinhos Eu acho melhor a gente chamar a ajuda, tá bom? Mas qual hoje? Que tal a Rena Rouge? Ela pode criar várias ilusões que vai confundir muita cabeça da Festeira Eu vou lá então, tá bom? Eu vou procurar Ela deve estar aqui dentro Ladybug? Oi, Alia? Eu vou precisar da sua ajuda nessa missão Alia Cezar, esse é o Miraculous da Raposa que lhe concede o poder da ilusão E você será a Rena Rouge Não sei o que falar É só você falar tricks disparar Ah, é claro que eu te ajudo, Ladybug Tricks disparar Vamos lá, Alia!",0.1810297071933746,0.7131608724594116,0.1058094650506973,NEU,0.0868251249194145,0.0055073671974241,0.0420415736734867,0.0040408130735158,0.0331704765558242,0.0074200201779603,0.0039022646378725,0.19314334,Luluca Games,Roblox,Roblox - LULUBUG no MUNDO DE MIRACULOUS no ROBLOX Miraculous RP  Luluca Games [iwhi5zlO4go],0.1810300201177597,NT,NT,NT,"🎬 Canal: Luluca Games | 🎥 Vídeo: Roblox - LULUBUG no MUNDO DE MIRACULOUS no ROBLOX Miraculous RP  Luluca Games [iwhi5zlO4go]
⏱️ Segmento/Index: 8
──────────────────────────────────────────────────
Fala transcrita:
""É, eu localizei ela, tá bem na padaria Ai, meu Deus, mas eu ouvi falar que ela é super poderosa e que ela tava realmente muito chateada Então eu acho que a gente não vai conseguir sozinhos Eu acho melhor a gente chamar a ajuda, tá bom? Mas qual hoje? Que tal a Rena Rouge? Ela pode criar várias ilusões que vai confundir muita cabeça da Festeira Eu vou lá então, tá bom? Eu vou procurar Ela deve estar aqui dentro Ladybug? Oi, Alia? Eu vou precisar da sua ajuda nessa missão Alia Cezar, esse é o Miraculous da Raposa que lhe concede o poder da ilusão E você será a Rena Rouge Não sei o que falar É só você falar tricks disparar Ah, é claro que eu te ajudo, Ladybug Tricks disparar Vamos lá, Alia!"""
4,"Podia ter tentado testar tudo sozinho, mas não. Eu tinha que convidar você. Eu sou um testador de jogos, galera. É isso que eu sou. Ele me contratou para isso. Eu tenho que achar os bugs, por isso que eu tenho que fazer tudo errado de verdade. E depois eu vou andar por online apenas para encontrar a melhor maneira de ser o pior. Você não está fazendo isso! Não no meu jogo! Você maldito pedaço de... Espera. Eu peguei muito pesado com você? Pegou. Talvez você só não sabia o que fazer. Ou um gato pisou no teclado. Ou não tinha soluções boas. Ou foi um acidente. É, coisas acontecem. Eu preciso te punir, ele falou. Não leve para o lado do pessoal, é só que você foi mal. E eu quero te desencorajar a fazer isso de novo. Tá, ele tem que me punir por um erro que eu cometi, né? Para comemorar, tire o da lixeira, é seu. O troféu, o meu troféu, ele me deu. Cheira como o troféu de lixo.",0.6542001366615295,0.3046932518482208,0.0411066487431526,NEG,0.9465914368629456,0.0062237279489636,0.1287995427846908,0.0018415757222101,0.3053279817104339,0.0131084285676479,0.0043804147280752,0.61223894,Tex HS,Roblox,RESPONDENDO AS PERGUNTAS MAIS DIFÍCEIS [5Gldj6yZTIM],,T,T,T,"🎬 Canal: Tex HS | 🎥 Vídeo: RESPONDENDO AS PERGUNTAS MAIS DIFÍCEIS [5Gldj6yZTIM]
⏱️ Segmento/Index: 4
──────────────────────────────────────────────────
Fala transcrita:
""Podia ter tentado testar tudo sozinho, mas não. Eu tinha que convidar você. Eu sou um testador de jogos, galera. É isso que eu sou. Ele me contratou para isso. Eu tenho que achar os bugs, por isso que eu tenho que fazer tudo errado de verdade. E depois eu vou andar por online apenas para encontrar a melhor maneira de ser o pior. Você não está fazendo isso! Não no meu jogo! Você maldito pedaço de... Espera. Eu peguei muito pesado com você? Pegou. Talvez você só não sabia o que fazer. Ou um gato pisou no teclado. Ou não tinha soluções boas. Ou foi um acidente. É, coisas acontecem. Eu preciso te punir, ele falou. Não leve para o lado do pessoal, é só que você foi mal. E eu quero te desencorajar a fazer isso de novo. Tá, ele tem que me punir por um erro que eu cometi, né? Para comemorar, tire o da lixeira, é seu. O troféu, o meu troféu, ele me deu. Cheira como o troféu de lixo."""
